"avg_prop_infected","avg_num_infected"
0.0026,2.6
0.0034,3.4
0.0052,5.2
0.005,5
0.0048,4.8
0.0068,6.8
0.0074,7.4
0.0076,7.6
0.0082,8.2
0.0086,8.6
0.0094,9.4
0.0094,9.4
0.0104,10.4
0.0106,10.6
0.0124,12.4
0.0118,11.8
0.013,13
0.0126,12.6
0.0132,13.2
0.013,13
0.0142,14.2
0.0142,14.2
0.0146,14.6
0.0146,14.6
0.0178,17.8
0.019,19
0.0196,19.6
0.0198,19.8
0.0212,21.2
0.0222,22.2
0.022,22
0.021,21
0.0222,22.2
0.0204,20.4
0.0222,22.2
0.025,25
0.0238,23.8
0.0282,28.2
0.0286,28.6
0.0294,29.4
0.0296,29.6
0.0298,29.8
0.0296,29.6
0.03,30
0.0298,29.8
0.0334,33.4
0.0334,33.4
0.032,32
0.0328,32.8
0.0342,34.2
0.0346,34.6
0.0354,35.4
0.0372,37.2
0.0386,38.6
0.0382,38.2
0.041,41
0.0384,38.4
0.0396,39.6
0.0386,38.6
0.0372,37.2
0.0412,41.2
0.0424,42.4
0.0412,41.2
0.0432,43.2
0.0442,44.2
0.0448,44.8
0.0472,47.2
0.049,49
0.0514,51.4
0.0528,52.8
0.0536,53.6
0.0536,53.6
0.0516,51.6
0.0532,53.2
0.0508,50.8
0.0512,51.2
0.0522,52.2
0.0544,54.4
0.0534,53.4
0.0544,54.4
0.0572,57.2
0.0588,58.8
0.0582,58.2
0.0616,61.6
0.0628,62.8
0.0626,62.6
0.0612,61.2
0.0616,61.6
0.0624,62.4
0.0654,65.4
0.0658,65.8
0.0652,65.2
0.065,65
0.0668,66.8
0.0702,70.2
0.0688,68.8
0.0708,70.8
0.07,70
0.0714,71.4
0.0714,71.4
