"avg_prop_infected","avg_num_infected"
0.0728561304039688,719.6
0.101933785562418,1006.8
0.137106408828592,1354.2
0.175559380378657,1734
0.219499848132024,2168
0.264452769059431,2612
0.311714083223651,3078.8
0.35745671762681,3530.6
0.405568492457224,4005.8
0.450096183051534,4445.6
0.492578718234282,4865.2
0.534858762782221,5282.8
0.573068745570517,5660.2
0.609334818264655,6018.4
0.642381289865344,6344.8
0.671823428166447,6635.6
0.697215753771388,6886.4
0.720238938949074,7113.8
0.741723195302217,7326
0.761648273767338,7522.8
0.778475245519895,7689
0.793358307178293,7836
0.807330160980055,7974
0.819884580338159,8098
0.831851776855321,8216.2
0.841591576389592,8312.4
0.850966892781209,8405
0.859086767237015,8485.2
0.86692315480409,8562.6
0.873159866356181,8624.2
0.879254834463906,8684.4
0.884782828794168,8739
0.889905841854814,8789.6
0.894401133947555,8834
0.898450946643718,8874
0.902946238736459,8918.4
0.906348081401235,8952
0.908879214336337,8977
0.911876075731498,9006.6
0.914609699301407,9033.6
0.917059835982586,9057.8
0.919368229219399,9080.6
0.921210893996153,9098.8
0.922992811582464,9116.4
0.924956970740103,9135.8
0.926759137389896,9153.6
0.92860180216665,9171.8
0.930626708514731,9191.8
0.932125139212311,9206.6
0.933684317100334,9222
0.934879011845702,9233.8
0.936195200971955,9246.8
0.937248152272957,9257.2
0.938503594208768,9269.6
0.939576794573251,9280.2
0.941034727143869,9294.6
0.941905436873545,9303.2
0.942877391920624,9312.8
0.943565860078971,9319.6
0.944578313253012,9329.6
0.945368026728764,9337.4
0.946501974283689,9348.6
0.947291687759441,9356.4
0.948081401235193,9364.2
0.948992609091829,9373.2
0.949559582869292,9378.8
0.950146805710236,9384.6
0.950794775741622,9391
0.951381998582566,9396.8
0.951888225169586,9401.8
0.952455198947049,9407.4
0.952920927407107,9412
0.953568897438493,9418.4
0.954095373088995,9423.6
0.954601599676015,9428.6
0.955067328136074,9433.2
0.955573554723094,9438.2
0.95595828692923,9442
0.956322770071884,9445.6
0.956748000404981,9449.8
0.957051736357193,9452.8
0.957578212007695,9458
0.957902197023388,9461.2
0.958286929229523,9465
0.958590665181735,9468
0.958894401133948,9471
0.959380378657487,9475.8
0.959724612736661,9479.2
0.960048597752354,9482.4
0.960473828085451,9486.6
0.960858560291586,9490.4
0.961263541561203,9494.4
0.961486281259492,9496.6
0.961850764402146,9500.2
0.962275994735244,9504.4
0.962458236306571,9506.2
0.962620228814417,9507.8
0.962741723195302,9509
0.963045459147514,9512
0.963207451655361,9513.6
